,Идентификатор Scopus,Автор,Публикаций Scopus за 2020,Высокорейтинговых публикаций за 2020,Цитирований за 2020,Публикаций Scopus за 2021,Высокорейтинговых публикаций за 2021,Цитирований за 2021,Публикаций Scopus за 2022,Высокорейтинговых публикаций за 2022,Цитирований за 2022,Публикаций Scopus за 2020-2022,Высокорейтинговых публикаций за 2020-2022,Цитирований за 2020 - 2022,Цветков П.С. был процитирован,Бабырь Н.В. был процитирован
872,57220778458,Morozov A.V.,1,0,0,0,0,1,0,0,0,1,0,1,0,0
873,57220869278,Podolsky S.I.,1,1,0,3,1,0,1,0,10,5,2,10,0,0
874,57220956975,Ibatullin A.Kh.,2,0,0,4,0,2,0,0,9,6,0,11,1,0
875,57221046514,Bakeeva L.,1,0,0,0,0,0,1,0,1,2,0,1,0,0
876,57221052442,Romanova Y.,1,0,0,0,0,0,1,0,1,2,0,1,0,0
877,57221112456,Tretyakov N.,0,0,0,1,0,2,1,0,1,2,0,3,0,0
878,57221131704,Malcev D.D.,1,0,0,0,0,0,0,0,1,1,0,1,0,0
879,57221131777,Bukina V.,2,0,0,2,1,0,0,0,4,4,1,4,0,0
880,57221260200,Andreev V.V.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
881,57221336844,Yudin S.,1,1,0,0,0,4,1,0,8,2,1,12,2,0
882,57221338268,Pavlov N.S.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
883,57221356304,Tokarev I.S.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
884,57221413974,Antonenko T.I.,1,1,0,0,0,5,0,0,1,1,1,6,0,0
885,57221418310,Miroshnichenko A.K.,1,1,0,0,0,5,0,0,1,1,1,6,0,0
886,57221463311,Osadchy D.E.,0,0,0,2,0,2,0,0,1,2,0,3,0,0
887,57221477619,Lapiga I.,0,0,0,2,0,2,0,0,0,2,0,2,0,0
888,57221535354,Bondareva O.N.,1,1,0,1,0,0,1,1,2,3,2,2,0,0
889,57221599365,Sekerina D.,2,0,0,1,0,1,0,0,0,3,0,1,0,0
890,57221601919,Orlova E.,2,0,0,0,0,0,0,0,0,2,0,0,0,0
891,57221605114,Mingaleva T.A.,2,0,0,2,0,3,1,1,3,5,1,6,0,0
892,57221607946,Gorjanc I.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
893,57221614386,Belekhova E.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
894,57221621319,Gotsul Y.,0,0,0,1,0,1,0,0,2,1,0,3,0,0
895,57221641974,Kirillov V.S.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
896,57221644674,Ayrapetyan M.G.,2,0,0,1,0,2,0,0,0,3,0,2,0,0
897,57221645046,Farukshin A.A.,2,0,0,1,0,2,0,0,0,3,0,2,0,0
898,57221645261,Asoskov A.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
899,57221647091,Grigoriev G.K.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
900,57221647781,Izotova V.,1,0,0,0,0,2,0,0,2,1,0,4,0,0
901,57221662102,Fernandez Popova A.,1,0,0,1,0,2,0,0,1,2,0,3,0,0
902,57221673635,Kurakova S.K.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
903,57221743688,Bunina Y.,1,0,0,0,0,0,0,0,2,1,0,2,0,0
904,57221746674,Goncharova O.,1,0,0,0,0,0,0,0,2,1,0,2,0,0
905,57221943114,Zhessakov A.,0,0,0,1,0,2,0,0,5,1,0,7,0,0
906,57222062727,Sviridenko A.S.,1,0,0,0,0,0,0,0,1,1,0,1,0,0
907,57222118606,Dunaeva E.N.,0,0,0,2,0,1,0,0,3,2,0,4,0,0
908,57222121382,Mazakov E.B.,0,0,0,2,0,0,0,0,1,2,0,1,1,0
909,57222147824,Palkin P.O.,0,0,0,2,0,1,0,0,0,2,0,1,0,0
910,57222158276,Budovskaya M.,0,0,0,3,1,10,1,1,32,4,2,42,1,0
911,57222291121,Firstov A.A.,0,0,0,2,0,1,1,1,0,3,1,1,1,0
912,57222295036,Klyucherev N.A.,0,0,0,2,0,0,0,0,1,2,0,1,0,0
913,57222296145,Klochkov D.A.,0,0,0,2,0,0,0,0,1,2,0,1,0,0
914,57222298059,Kapachinskikh Z.Y.,0,0,0,1,0,1,1,1,0,2,1,1,0,0
915,57222422209,Ivanova D.,1,0,1,2,0,2,0,0,2,3,0,5,0,0
916,57222463422,Rodnichenko E.K.,0,0,0,1,0,1,0,0,1,1,0,2,0,0
917,57222472125,Prokhorova E.,0,0,0,1,1,2,3,1,20,4,2,22,0,2
918,57222523320,Bakaneev V.S.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
919,57222538745,Myakov V.V.,0,0,0,1,1,1,0,0,6,1,1,7,0,0
920,57222549888,Soboleva P.D.,0,0,0,1,1,0,0,0,4,1,1,4,0,0
921,57222552207,Dubrovskaya B.A.,0,0,0,1,1,0,0,0,1,1,1,1,0,0
922,57222556255,Borisovskiy I.A.,0,0,0,1,1,0,2,1,9,3,2,9,0,0
923,57222568495,Karyakina E.,0,0,0,2,0,2,0,0,2,2,0,4,0,0
924,57222571633,Svakhina Y.A.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
925,57222585028,Nikitina T.,1,0,0,2,2,5,0,0,3,3,2,8,0,0
926,57222653774,Zakharov A.E.,0,0,0,1,0,0,1,0,1,2,0,1,0,0
927,57222813654,Borisova D.,0,0,0,1,0,0,0,0,2,1,0,2,0,0
928,57223003888,Khalturin A.,0,0,0,2,0,2,0,0,8,2,0,10,0,0
929,57223027694,Kharko P.A.,0,0,0,2,1,0,2,1,9,4,2,9,0,0
930,57223081859,Semenova A.N.,0,0,0,2,0,0,3,0,2,5,0,2,0,0
931,57223084202,Vasiliev D.A.,0,0,0,1,0,0,1,0,1,2,0,1,0,0
932,57223084315,Burilov D.A.,0,0,0,3,0,0,2,0,3,5,0,3,0,0
933,57223087065,Cherniaeva O.Y.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
934,57223090218,Mordvintseva Y.A.,0,0,0,1,0,1,0,0,0,1,0,1,0,0
935,57223091660,Zimovets A.I.,0,0,0,1,0,0,0,0,0,1,0,0,0,1
936,57223094912,Alexandra B.K.,1,0,0,2,0,0,2,0,2,5,0,2,0,0
937,57223096843,Smirnov V.A.,0,0,0,2,0,0,1,0,2,3,0,2,0,0
938,57223099135,Zyulin V.A.,0,0,0,2,0,0,3,0,2,5,0,2,0,0
939,57223099219,Dvoynikov V.M.,0,0,0,1,0,0,1,0,1,2,0,1,0,0
940,57223103690,Blischenko A.A.,1,0,0,1,0,0,1,1,2,3,1,2,0,0
941,57223106145,Kusova L.G.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
942,57223402850,Zakaev D.,1,0,2,1,0,13,0,0,16,2,0,31,1,1
943,57223427373,Romanov I.S.,0,0,0,1,1,0,2,1,3,3,2,3,0,0
944,57223432077,Sokolov S.T.,0,0,0,1,1,0,1,1,3,2,2,3,0,0
945,57223927670,Kurakova K.N.,0,0,0,2,1,2,0,0,2,2,1,4,0,0
946,57224048246,Kondratev A.V.,1,1,1,0,0,1,0,0,4,1,1,6,0,0
947,57224401885,Semenyuk A.V.,1,1,0,0,0,0,1,1,6,2,2,6,0,0
948,57224410390,Ilyushchenko S.A.,0,0,0,1,0,0,1,0,1,2,0,1,0,0
949,57224410771,Almosova Ya.V.,0,0,0,2,0,3,1,1,6,3,1,9,0,1
950,57224439036,Zelentsova A.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
951,57224559012,Serikov V.A.,2,0,0,1,0,1,2,1,2,5,1,3,1,0
952,57224679119,Balandinsky D.,0,0,0,1,1,1,1,1,1,2,2,2,0,0
953,57224688931,Mashukova J.,0,0,0,3,1,1,0,0,5,3,1,6,0,0
954,57224722818,Shaygallyamova Z.,0,0,0,2,1,2,3,1,22,5,2,24,0,0
955,57224725914,Tyukov P.O.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
956,57224726142,Gladkova D.V.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
957,57224727955,Bukov V.A.,0,0,0,1,0,0,0,0,0,1,0,0,0,1
958,57224728379,Soroka A.N.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
959,57224728875,Gizatullin R.R.,0,0,0,2,0,1,0,0,0,2,0,1,0,0
960,57224730127,Ivanova V.A.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
961,57224731115,Morgunov V.,0,0,0,1,0,0,1,1,1,2,1,1,0,0
962,57224731277,Sadykov M.I.,0,0,0,1,0,1,0,0,2,1,0,3,0,0
963,57224731523,Repin I.D.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
964,57224732760,Khinkiladze V.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
965,57224733058,Ilic A.,0,0,0,2,0,0,0,0,0,2,0,0,2,0
966,57224733658,Shestakov A.K.,0,0,0,1,0,0,0,0,3,1,0,3,0,0
967,57224734921,Bratskikh D.S.,0,0,0,1,0,0,0,0,0,1,0,0,0,1
968,57224734948,Medova E.A.,0,0,0,2,1,0,0,0,2,2,1,2,0,0
969,57224736540,Zdretsov I.M.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
970,57224737186,Matrokhina K.V.,0,0,0,2,0,1,0,0,0,2,0,1,2,0
971,57224737664,Blinova E.,0,0,0,1,0,0,1,0,7,2,0,7,0,0
972,57224738687,Shapiro S.L.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
973,57224739908,Sadykov R.M.,0,0,0,1,0,0,0,0,3,1,0,3,0,0
974,57224739972,Kopkov M.P.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
975,57224740105,Schastnyy Y.O.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
976,57224740176,Hviyuzova D.A.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
977,57224740223,Ananyev V.V.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
978,57224741212,Vasilyeva M.A.,0,0,0,3,1,0,1,1,2,4,2,2,1,0
979,57224741798,Stepanova L.I.,0,0,0,1,0,0,1,1,1,2,1,1,0,0
980,57224742702,Ovsepian E.E.,0,0,0,2,0,0,0,0,0,2,0,0,0,0
981,57224743727,Anisimov K.A.,0,0,0,1,0,0,0,0,2,1,0,2,0,0
982,57224743789,Litin I.V.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
983,57224893153,Belikova D.D.,0,0,0,1,1,0,1,1,7,2,2,7,0,0
984,57224900071,Khalifa A.A.,0,0,0,2,1,0,1,1,11,3,2,11,0,0
985,57224927007,Artyukh D.,0,0,0,1,1,2,0,0,2,1,1,4,1,0
986,57225034805,Petrov V.,0,0,0,1,1,0,2,2,8,3,3,8,0,0
987,57225104569,Pomogaibin A.P.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
988,57225199248,Korotaeva A.E.,0,0,0,2,1,0,1,1,6,3,2,6,0,0
989,57225397718,Deev A.,1,0,0,2,0,1,0,0,1,3,0,2,0,0
990,57225435200,Zharkov A.M.,1,0,0,4,1,1,0,0,1,5,1,2,0,0
991,57225734847,Ivanov E.A.,1,0,0,0,0,3,1,1,3,2,1,6,0,0
992,57226135254,Vasiliev A.S.,0,0,0,2,1,0,2,1,4,4,2,4,0,0
993,57226289367,Kison V.E.,0,0,0,2,0,0,0,0,0,2,0,0,0,0
994,57226381115,Slavkova N.N.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
995,57226382807,Polyanskiy A.,0,0,0,1,1,1,1,0,9,2,1,10,0,0
996,57226446964,Yakovleva T.A.,0,0,0,1,1,0,1,1,2,2,2,2,0,0
997,57226525037,Paramonov I.,0,0,0,1,0,0,0,0,2,1,0,2,0,0
998,57226553886,Atroshchenko V.A.,0,0,0,2,1,0,1,1,1,3,2,1,0,0
999,57226571524,Mukhina A.S.,1,0,0,2,1,1,1,1,10,4,2,11,0,0
1000,57226641944,Tian H.,0,0,0,1,0,0,2,1,2,3,1,2,0,0
1001,57226711798,Mikhailevskii V.R.,0,0,0,1,1,0,0,0,33,1,1,33,0,0
1002,57226712914,Skolota N.S.,0,0,0,1,1,0,0,0,33,1,1,33,0,0
1003,57226715689,Kolosov O.I.,0,0,0,1,1,0,0,0,33,1,1,33,0,0
1004,57226764877,Rozentsvet A.V.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1005,57226768735,Evgrafov M.V.,0,0,0,1,1,0,0,0,1,1,1,1,0,0
1006,57226889664,Kovalev D.A.,0,0,0,1,1,2,0,0,2,1,1,4,0,0
1007,57244833400,Meleshkina D.A.,0,0,0,2,0,0,0,0,0,2,0,0,0,0
1008,57244833500,Pogosyan D.O.,0,0,0,2,0,0,0,0,0,2,0,0,0,0
1009,57245109800,Oreshkova M.Y.,0,0,0,2,0,0,0,0,0,2,0,0,0,0
1010,57245382100,Fernandes Mamani A.N.,0,0,0,2,0,0,0,0,0,2,0,0,0,0
1011,57245625900,Bolshakova N.,2,0,0,3,1,2,2,1,4,7,2,6,0,0
1012,57245718300,Fedorova K.S.,0,0,0,1,0,0,0,0,1,1,0,1,0,0
1013,57245718600,Andriets D.A.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1014,57250295000,Dirani F.,0,0,0,1,1,0,0,0,4,1,1,4,0,0
1015,57252852000,Kozyrev B.A.,0,0,0,1,1,0,1,0,1,2,1,1,0,0
1016,57253227600,Ustinova Y.V.,0,0,0,4,1,1,2,2,6,6,3,7,0,0
1017,57271605600,Latipov I.,0,0,0,1,1,0,1,1,9,2,2,9,0,0
1018,57273452700,Tsigelnyuk E.Y.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1019,57279219200,Gvozdetskaya M.V.,0,0,0,1,1,0,0,0,1,1,1,1,0,0
1020,57284724900,Vlasenko S.S.,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1021,57288968600,Barinkov V.M.,0,0,0,1,0,0,1,1,1,2,1,1,0,0
1022,57289077700,Brovkina N.,0,0,0,1,1,1,0,0,1,1,1,2,0,0
1023,57289133200,Khanh N.Q.,0,0,0,2,0,0,0,0,0,2,0,0,0,0
1024,57289506200,Salpagarov E.,0,0,0,0,0,0,1,0,1,1,0,1,0,0
1025,57301571400,Rumyantseva N.A.,0,0,0,0,0,0,4,1,3,4,1,3,0,0
1026,57311408300,Botyan E.,0,0,0,1,0,0,1,1,2,2,1,2,0,0
1027,57314498700,Matveeva Y.G.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1028,57314705000,Abdrakhmanov I.A.,0,0,0,2,0,0,1,0,0,3,0,0,0,0
1029,57314922500,Grigoreva V.,0,0,0,2,0,0,0,0,1,2,0,1,0,0
1030,57315075800,Nikitin M.Yu.,0,0,0,1,1,0,0,0,1,1,1,1,0,0
1031,57315310800,Trinh D.C.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1032,57315331000,Cofie K.Y.B.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1033,57315333500,Gorbachev M.A.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1034,57315344200,Molchanov A.A.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1035,57315537600,Glinskii V.V.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1036,57315736400,Gabibov A.F.,0,0,0,1,0,0,0,0,4,1,0,4,0,0
1037,57316083300,Que C.T.,0,0,0,1,0,0,0,0,5,1,0,5,0,0
1038,57317689900,Orel E.A.,0,0,0,1,0,0,1,0,0,2,0,0,0,2
1039,57324220400,Guznenko V.A.,0,0,0,2,0,0,0,0,1,2,0,1,0,0
1040,57324231800,Tselischev N.,0,0,0,1,0,0,0,0,4,1,0,4,0,0
1041,57324415200,Pasternak S.,0,0,0,1,0,0,0,0,4,1,0,4,0,0
1042,57324600300,Tsiglianu P.,0,0,0,1,0,0,0,0,4,1,0,4,0,0
1043,57325153200,Piskovatskova P.D.,0,0,0,1,0,0,0,0,1,1,0,1,0,0
1044,57327041400,Vivdich E.S.,0,0,0,1,0,0,1,0,0,2,0,0,0,0
1045,57328186500,Skornyakova E.R.,0,0,0,1,1,0,4,1,4,5,2,4,0,0
1046,57336449300,Krylov K.,1,0,0,2,1,2,1,1,18,4,2,20,0,0
1047,57336655600,Karennik K.,0,0,0,1,1,0,0,0,2,1,1,2,0,0
1048,57336758300,Kornienko N.V.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1049,57336871900,Maevskaya A.Y.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1050,57337151000,Borisova Y.V.,0,0,0,0,0,0,2,0,0,2,0,0,0,0
1051,57339417000,Puporevich A.A.,0,0,0,1,1,0,0,0,0,1,1,0,0,0
1052,57339607100,Duka N.E.,0,0,0,1,1,0,1,1,5,2,2,5,0,0
1053,57339791700,Mikhailova E.A.,0,0,0,1,1,0,0,0,0,1,1,0,0,0
1054,57339989900,Glazunov K.O.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1055,57340590200,Konkin A.A.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1056,57345703400,Nguyen H.H.,0,0,0,0,0,0,1,0,1,1,0,1,0,0
1057,57347024100,Stoianova A.,0,0,0,1,1,1,1,0,29,2,1,30,2,0
1058,57349886700,Zalesov M.V.,0,0,0,1,0,0,1,0,1,2,0,1,0,0
1059,57351406900,Karimov A.M.,0,0,0,1,0,0,0,0,2,1,0,2,0,0
1060,57352138400,Almukhametova S.G.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1061,57353860500,Akbarpuran Haiyati S.A.,1,0,0,1,0,0,0,0,1,2,0,1,0,0
1062,57354491200,Gavrilchik A.K.,0,0,0,1,0,0,3,2,7,4,2,7,0,0
1063,57355951700,Guzev V.E.,0,0,0,3,2,0,0,0,1,3,2,1,0,0
1064,57356064800,Rutenko E.,0,0,0,1,1,1,1,1,6,2,2,7,2,0
1065,57360175000,Nacharova M.A.,0,0,0,1,0,0,0,0,1,1,0,1,0,0
1066,57360458400,Alekseev A.A.,0,0,0,1,0,0,2,1,2,3,1,2,0,0
1067,57360606600,Blinov A.,0,0,0,2,0,0,0,0,4,2,0,4,0,0
1068,57365353500,Krizhanovich A.,0,0,0,1,1,0,1,1,1,2,2,1,0,0
1069,57366705000,Kuznetsova E.A.,0,0,0,0,0,0,1,1,2,1,1,2,1,0
1070,57370704900,Mikheeva V.Yu.,0,0,0,1,1,0,0,0,0,1,1,0,0,0
1071,57371042700,Babenko T.A.,0,0,0,1,1,0,0,0,1,1,1,1,0,0
1072,57383440600,Starkov M.K.,0,0,0,1,1,0,1,1,2,2,2,2,0,0
1073,57396506700,Menshikov S.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1074,57396615600,Glum T.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1075,57405885100,Boeva A.A.,1,0,0,1,0,2,1,0,4,3,0,6,0,0
1076,57410341100,Parfenova A.,0,0,0,0,0,0,1,1,2,1,1,2,0,0
1077,57412278000,Rybakov V.V.,0,0,0,1,1,0,1,1,1,2,2,1,0,0
1078,57416686900,Byazrov R.,0,0,0,0,0,0,2,1,8,2,1,8,1,0
1079,57416748600,Safiullina E.,0,0,0,0,0,0,3,1,12,3,1,12,1,0
1080,57417068400,Marinina O.,2,0,3,4,2,13,3,2,30,9,4,46,1,0
1081,57417698000,Maksimova R.I.,0,0,0,2,1,0,0,0,3,2,1,3,0,0
1082,57419289300,Naumov I.,0,0,0,0,0,0,1,1,30,1,1,30,0,0
1083,57425271100,Gorshneva E.A.,0,0,0,0,0,0,1,1,13,1,1,13,0,0
1084,57425854800,Artyushevskiy D.I.,0,0,0,0,0,0,1,1,13,1,1,13,0,0
1085,57427991700,Ovchinnikov E.S.,0,0,0,0,0,0,1,1,2,1,1,2,0,0
1086,57428065900,Toechkina O.,0,0,0,1,1,0,0,0,1,1,1,1,0,0
1087,57428865400,Viacheslav M.,0,0,0,0,0,0,1,1,2,1,1,2,0,0
1088,57435064900,Plotnikova K.I.,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1089,57437095400,Sitko A.V.,0,0,0,0,0,0,1,1,4,1,1,4,0,0
1090,57437666400,Gorbacheva A.A.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1091,57437804000,Osipov A.S.,0,0,0,0,0,0,1,1,4,1,1,4,0,0
1092,57438785300,Alexander Patricio M.U.,1,0,0,0,0,0,2,1,4,3,1,4,1,1
1093,57438812500,Semenova T.,0,0,0,0,0,0,4,2,11,4,2,11,0,1
1094,57441164000,Motyakov N.,0,0,0,1,0,0,1,0,0,2,0,0,0,0
1095,57441498000,Dudina A.,0,0,0,1,0,0,0,0,1,1,0,1,1,0
1096,57443721500,Aparin A.G.,0,0,0,0,0,0,1,1,1,1,1,1,0,0
1097,57449590900,Khasanov М.,0,0,0,1,1,0,0,0,0,1,1,0,0,0
1098,57455279400,Khasanov A.V.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1099,57456062200,Severinova O.V.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1100,57467963200,Petrushin V.V.,0,0,0,0,0,0,1,0,1,1,0,1,0,0
1101,57468889600,Katerov A.M.,0,0,0,0,0,0,2,1,1,2,1,1,0,0
1102,57470489600,Borovkova N.V.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1103,57473870400,Cherdantsev G.A.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1104,57474567400,Dementyev A.,0,0,0,1,0,1,0,0,1,1,0,2,0,0
1105,57479996100,Artem G.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1106,57480018100,Borovikov D.,0,0,0,0,0,0,2,1,1,2,1,1,0,0
1107,57503048800,Aburova V.A.,0,0,0,0,0,0,2,1,1,2,1,1,0,0
1108,57545495600,Schetinina A.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1109,57547659300,Vasiliev A.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1110,57550340900,Gurevich I.,0,0,0,0,0,0,1,1,3,1,1,3,0,0
1111,57554327500,Shcheglova R.A.,0,0,0,1,0,0,1,1,2,2,1,2,0,0
1112,57555708100,Bezzubova O.V.,0,0,0,0,0,0,3,2,2,3,2,2,0,0
1113,57555752300,Vasilev D.A.,1,0,0,2,1,0,1,0,5,4,1,5,0,0
1114,57557653300,Al-Dirawi A.,0,0,0,0,0,0,2,1,6,2,1,6,0,1
1115,57566711800,Bolotov V.A.,1,0,0,1,1,3,1,1,8,3,2,11,0,0
1116,57573296300,Lavrik Anna,0,0,0,0,0,0,1,1,2,1,1,2,0,0
1117,57614743600,Matyugin D.Yu.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1118,57615411200,Novikova A.V.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1119,57626358500,Popova A.N.,0,0,0,4,1,1,2,1,5,6,2,6,0,0
1120,57652930900,Marin E.A.,0,0,0,0,0,0,2,1,1,2,1,1,0,0
1121,57667298600,Kholkin V.Y.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1122,57667965000,Polekhina V.S.,0,0,0,0,0,0,1,0,1,1,0,1,0,0
1123,57667965500,Zakharova K.V.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1124,57668298600,Lozada Montero S.D.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1125,57668309500,Kalinin D.F.,0,0,0,0,0,0,2,1,3,2,1,3,0,0
1126,57668322000,Grizkevich V.O.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1127,57668631200,Ilyukhina Y.A.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1128,57669324000,Moroz E.A.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1129,57669337900,Rumyantsev N.A.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1130,57674854600,Ivanov A.S.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1131,57695124900,Masko O.,0,0,0,0,0,0,2,1,3,2,1,3,1,0
1132,57701887600,Gordeev D.V.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1133,57712391600,Mushihin E.A.,0,0,0,0,0,0,1,1,3,1,1,3,0,0
1134,57718334300,Pantyukhin A.A.,0,0,0,1,0,2,0,0,1,1,0,3,0,0
1135,57726914900,Denisova O.V.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1136,57731347800,Razin A.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1137,57732354600,Skorobogatov A.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1138,57733101500,Komarovsky M.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1139,57733833500,Boyko S.A.,0,0,0,0,0,0,2,1,2,2,1,2,0,0
1140,57734007100,Spiridonova V.A.,0,0,0,0,0,0,1,1,1,1,1,1,0,0
1141,57739100900,Milic J.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1142,57739242800,Proshutinskiy M.S.,0,0,0,0,0,0,1,0,0,1,0,0,2,0
1143,57745714800,Poltoratckaya M.E.,0,0,0,0,0,0,1,1,3,1,1,3,1,0
1144,57749130500,Popov M.G.,0,0,0,1,1,0,1,1,6,2,2,6,0,0
1145,57759651600,Seregin B.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1146,57760101400,Lvova D.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1147,57760177300,Musinova P.V.,0,0,0,0,0,0,1,1,1,1,1,1,0,0
1148,57760238800,Teremetskaya V.,0,0,0,1,0,0,1,1,0,2,1,0,0,4
1149,57765286800,Toropchina M.,0,0,0,0,0,0,1,1,2,1,1,2,0,0
1150,57765713900,Babykin R.,0,0,0,0,0,0,1,1,2,1,1,2,0,0
1151,57765963800,Piscunov N.S.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1152,57766175800,Bahvalov E.D.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1153,57776875400,Kadochnikov V.G.,0,0,0,0,0,0,1,1,3,1,1,3,0,0
1154,57779277400,Shatilova N.A.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1155,57779617400,Mal'Tsev P.A.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1156,57788224300,Rodina T.V.,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1157,57789798500,Yamkin M.A.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1158,57790670900,Rogova I.S.,0,0,0,0,0,0,1,1,3,1,1,3,0,0
1159,57791000300,Troitskaya M.A.,0,0,0,0,0,0,1,1,3,1,1,3,0,0
1160,57803987300,Gladkova E.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1161,57811300900,Lokhmatikov G.A.,0,0,0,0,0,0,2,2,0,2,2,0,0,0
1162,57811745000,Kuzmin K.A.,0,0,0,0,0,0,1,1,8,1,1,8,1,0
1163,57820158000,Nechitailo A.R.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1164,57828607800,Spitsyn A.A.,0,0,0,0,0,0,1,0,1,1,0,1,0,0
1165,57828867200,Bazhenova V.A.,0,0,0,0,0,0,1,0,1,1,0,1,0,0
1166,57828904300,Volf V.V.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1167,57830393800,Limanov M.N.,0,0,0,0,0,0,1,0,1,1,0,1,0,0
1168,57831286400,Moroz N.E.,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1169,57846461800,Shamordin A.A.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1170,57847522100,Pudovkina S.,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1171,57854195600,Riadinskaia A.P.,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1172,57854268800,Yushchenko S.,0,0,0,0,0,0,1,1,0,1,1,0,0,0
1173,57854407500,Donghee L.,0,0,0,0,0,0,1,1,1,1,1,1,2,2
1174,57864816600,Rakitin I.V.,0,0,0,0,0,0,2,2,1,2,2,1,0,0
